Data;Estados;Categoria de Produtos;Fam°lia de Produtos; Receita ; Valor Devoluá∆o ;Quantidade de venda;Quantidade Devoluá∆o; Custo ; Quantidade de NFs ;Quantidade de Clientes;
09/07/2025;AM;PEÄAS - LINHA LEVE;FERRAMENTAS; R$ 1.233,76 ; R$ -   ;28;0; R$ 691,82 ; 25,00 ;18;
09/07/2025;AM;PEÄAS - LINHA LEVE;FIXAÄ«O; R$ 8.266,42 ; R$ 793,10 ;255;4; R$ 5.238,72 ; 98,00 ;64;
09/07/2025;AM;PEÄAS - LINHA LEVE;FREIOS; R$ 10.787,75 ; R$ 34,19 ;149;1; R$ 7.105,41 ; 84,00 ;61;
09/07/2025;AM;PEÄAS - LINHA LEVE;HIDRµULICO; R$ 540,85 ; R$ -   ;1;0; R$ 418,50 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA LEVE;IGNIÄ«O; R$ 28.715,80 ; R$ 1.133,72 ;267;7; R$ 18.395,53 ; 176,00 ;109;
09/07/2025;AM;PEÄAS - LINHA LEVE;ILUMINAÄ«O; R$ 22.180,70 ; R$ 1.365,55 ;550;14; R$ 14.595,53 ; 264,00 ;105;
09/07/2025;AM;PEÄAS - LINHA LEVE;INDEFINIDO; R$ 294,00 ; R$ -   ;1;0; R$ 217,57 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA LEVE;INJEÄ«O; R$ 19.372,52 ; R$ 1.239,82 ;166;6; R$ 12.919,56 ; 112,00 ;86;
09/07/2025;AM;PEÄAS - LINHA LEVE;LUBRIFICAÄ«O; R$ 9.568,08 ; R$ 1.018,71 ;49;6; R$ 6.673,45 ; 55,00 ;45;
09/07/2025;AM;PEÄAS - LINHA LEVE;MANGUEIRAS; R$ 8.402,17 ; R$ 343,97 ;107;4; R$ 4.846,28 ; 98,00 ;70;
09/07/2025;AM;PEÄAS - LINHA LEVE;MANUTENÄ«O; R$ 1.109,60 ; R$ -   ;19;0; R$ 792,68 ; 3,00 ;1;
09/07/2025;AM;PEÄAS - LINHA LEVE;MATERIAIS E ACABAMENTOS; R$ 20,00 ; R$ -   ;1;0; R$ 8,78 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA LEVE;MEDIDORES; R$ 1.100,92 ; R$ -   ;15;0; R$ 639,73 ; 15,00 ;13;
09/07/2025;AM;PEÄAS - LINHA LEVE;MOTOR; R$ 55.119,65 ; R$ 3.815,23 ;655;31; R$ 37.328,80 ; 422,00 ;215;
09/07/2025;AM;PEÄAS - LINHA LEVE;OUTROS; R$ 126,76 ; R$ -   ;6;0; R$ 94,14 ; 2,00 ;2;
09/07/2025;AM;PEÄAS - LINHA LEVE;PAINEL; R$ 482,00 ; R$ -   ;3;0; R$ 357,78 ; 3,00 ;3;
09/07/2025;AM;PEÄAS - LINHA LEVE;PARTIDA; R$ 7.558,48 ; R$ 1.018,97 ;30;1; R$ 4.920,49 ; 31,00 ;22;
09/07/2025;AM;PEÄAS - LINHA LEVE;PICKUP/SUV; R$ 153,90 ; R$ -   ;1;0; R$ 108,84 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA LEVE;PNEUMµTICO; R$ 20.559,17 ; R$ -   ;59;0; R$ 16.451,12 ; 14,00 ;11;
09/07/2025;AM;PEÄAS - LINHA LEVE;POLIAS E TENSORES; R$ 8.643,32 ; R$ 784,35 ;126;3; R$ 5.745,13 ; 98,00 ;65;
09/07/2025;AM;PEÄAS - LINHA LEVE;PROTEÄ«O; R$ 60,05 ; R$ -   ;1;0; R$ 40,95 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA LEVE;REFRIGERACAO; R$ 21.192,71 ; R$ 581,23 ;23;1; R$ 13.945,21 ; 20,00 ;17;
09/07/2025;AM;PEÄAS - LINHA LEVE;REPARO; R$ 1.515,60 ; R$ -   ;18;0; R$ 957,46 ; 14,00 ;11;
09/07/2025;AM;PEÄAS - LINHA LEVE;RODA; R$ 400,79 ; R$ 21,12 ;8;1; R$ 217,10 ; 10,00 ;10;
09/07/2025;AM;PEÄAS - LINHA LEVE;ROLAMENTO; R$ 7.847,49 ; R$ 1.522,36 ;110;6; R$ 5.199,31 ; 86,00 ;61;
09/07/2025;AM;PEÄAS - LINHA LEVE;SEGURANÄA; R$ 519,19 ; R$ -   ;4;0; R$ 301,20 ; 4,00 ;3;
09/07/2025;AM;PEÄAS - LINHA LEVE;SENSORES; R$ 28.799,34 ; R$ 863,74 ;226;10; R$ 18.288,02 ; 211,00 ;122;
09/07/2025;AM;PEÄAS - LINHA LEVE;SINALIZAÄ«O SONORA; R$ 136,30 ; R$ -   ;1;0; R$ 90,15 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA LEVE;SISTEMA DE CABINE; R$ 64,80 ; R$ -   ;1;0; R$ 45,84 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA LEVE;SUSPENS«O; R$ 244.333,13 ; R$ 16.866,55 ;2406;137; R$ 149.846,73 ; 1.010,00 ;394;
09/07/2025;AM;PEÄAS - LINHA LEVE;TERMINAL; R$ 400,45 ; R$ -   ;21;0; R$ 204,00 ; 16,00 ;15;
09/07/2025;AM;PEÄAS - LINHA LEVE;TINTAS E REVESTIMENTOS; R$ 149,40 ; R$ -   ;1;0; R$ 85,18 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA LEVE;TRANSMISS«O; R$ 215.769,22 ; R$ 17.000,95 ;1520;83; R$ 138.829,14 ; 1.106,00 ;428;
09/07/2025;AM;PEÄAS - LINHA LEVE;TURBOALIMENTAÄ«O; R$ 2.370,56 ; R$ -   ;11;0; R$ 1.517,77 ; 11,00 ;9;
09/07/2025;AM;PEÄAS - LINHA LEVE;UNIVERSAL; R$ 2.816,21 ; R$ -   ;37;0; R$ 1.773,49 ; 23,00 ;21;
09/07/2025;AM;PEÄAS - LINHA LEVE;VµLVULAS; R$ 12.485,65 ; R$ 677,62 ;207;7; R$ 8.414,82 ; 113,00 ;83;
09/07/2025;AM;PEÄAS - LINHA LEVE;VEDAÄ«O; R$ 2.994,91 ; R$ 78,30 ;94;4; R$ 2.025,74 ; 42,00 ;40;
10/07/2025;AM;PEÄAS - LINHA LEVE;; R$ 2.311,75 ; R$ -   ;15;0; R$ 1.487,20 ; 12,00 ;11;
10/07/2025;AM;PEÄAS - LINHA LEVE;A CLASSIFICAR; R$ 3.280,51 ; R$ 117,10 ;45;4; R$ 2.330,09 ; 32,00 ;26;
10/07/2025;AM;PEÄAS - LINHA LEVE;ACESS‡RIOS; R$ 7.705,52 ; R$ 528,64 ;57;3; R$ 5.022,28 ; 57,00 ;38;
10/07/2025;AM;PEÄAS - LINHA LEVE;ADMISS«O; R$ 67,10 ; R$ -   ;2;0; R$ 43,02 ; 2,00 ;2;
10/07/2025;AM;PEÄAS - LINHA LEVE;ALIMENTAÄ«O; R$ 18.180,37 ; R$ 1.971,68 ;124;7; R$ 11.653,00 ; 119,00 ;64;
10/07/2025;AM;PEÄAS - LINHA LEVE;ARREFECIMENTO; R$ 14.748,16 ; R$ 1.696,92 ;98;7; R$ 9.335,11 ; 101,00 ;79;
10/07/2025;AM;PEÄAS - LINHA LEVE;CARROCERIA; R$ 10.436,06 ; R$ 728,65 ;94;5; R$ 6.594,46 ; 101,00 ;69;
10/07/2025;AM;PEÄAS - LINHA LEVE;COMANDO DE VµLVULAS; R$ 781,32 ; R$ 250,92 ;6;3; R$ 506,68 ; 6,00 ;4;
10/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE FIXAÄ«O; R$ 582,07 ; R$ -   ;6;0; R$ 362,99 ; 4,00 ;4;
10/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE VEDAÄ«O; R$ 213,11 ; R$ -   ;3;0; R$ 118,17 ; 3,00 ;3;
10/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS CABINE; R$ 400,00 ; R$ -   ;1;0; R$ 223,95 ; 1,00 ;1;
10/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR; R$ 14.981,12 ; R$ 894,77 ;110;7; R$ 9.315,69 ; 114,00 ;79;
10/07/2025;AM;PEÄAS - LINHA LEVE;CONEX«O; R$ 304,71 ; R$ 236,90 ;2;2; R$ 191,82 ; 6,00 ;5;
10/07/2025;AM;PEÄAS - LINHA LEVE;DIREÄ«O; R$ 30.190,68 ; R$ 956,13 ;379;16; R$ 18.848,27 ; 205,00 ;114;
10/07/2025;AM;PEÄAS - LINHA LEVE;DISTRIBUIÄ«O; R$ 9.731,27 ; R$ -   ;10;0; R$ 5.605,55 ; 10,00 ;9;
10/07/2025;AM;PEÄAS - LINHA LEVE;ELêTRICA; R$ 37.615,81 ; R$ 525,03 ;385;7; R$ 24.866,68 ; 214,00 ;122;
10/07/2025;AM;PEÄAS - LINHA LEVE;ESTRIBO; R$ 111,66 ; R$ -   ;2;0; R$ 72,31 ; 2,00 ;2;
10/07/2025;AM;PEÄAS - LINHA LEVE;EXAUST«O; R$ 6.475,99 ; R$ 460,12 ;63;3; R$ 3.925,54 ; 65,00 ;39;
10/07/2025;AM;PEÄAS - LINHA LEVE;FECHAMENTO; R$ 1.229,15 ; R$ -   ;11;0; R$ 731,43 ; 7,00 ;7;
10/07/2025;AM;PEÄAS - LINHA LEVE;FERRAMENTAS; R$ 1.127,76 ; R$ 35,97 ;25;1; R$ 626,81 ; 21,00 ;18;
10/07/2025;AM;PEÄAS - LINHA LEVE;FIXAÄ«O; R$ 11.726,94 ; R$ 476,92 ;201;12; R$ 7.531,14 ; 95,00 ;56;
10/07/2025;AM;PEÄAS - LINHA LEVE;FREIOS; R$ 11.968,48 ; R$ 266,44 ;185;3; R$ 7.725,44 ; 81,00 ;57;
10/07/2025;AM;PEÄAS - LINHA LEVE;HIDRµULICO; R$ 740,05 ; R$ -   ;5;0; R$ 455,54 ; 5,00 ;5;
10/07/2025;AM;PEÄAS - LINHA LEVE;IGNIÄ«O; R$ 21.551,91 ; R$ 673,17 ;220;5; R$ 13.709,33 ; 142,00 ;76;
10/07/2025;AM;PEÄAS - LINHA LEVE;ILUMINAÄ«O; R$ 29.793,58 ; R$ 956,62 ;671;21; R$ 18.753,16 ; 296,00 ;119;
10/07/2025;AM;PEÄAS - LINHA LEVE;INJEÄ«O; R$ 22.880,75 ; R$ 125,00 ;144;1; R$ 15.317,84 ; 82,00 ;56;
10/07/2025;AM;PEÄAS - LINHA LEVE;LUBRIFICAÄ«O; R$ 9.004,22 ; R$ 678,42 ;51;3; R$ 6.088,10 ; 51,00 ;40;
10/07/2025;AM;PEÄAS - LINHA LEVE;MANGUEIRAS; R$ 4.846,49 ; R$ 61,54 ;81;2; R$ 2.679,74 ; 73,00 ;52;
10/07/2025;AM;PEÄAS - LINHA LEVE;MATERIAIS E ACABAMENTOS; R$ 14,73 ; R$ -   ;1;0; R$ 8,78 ; 1,00 ;1;
10/07/2025;AM;PEÄAS - LINHA LEVE;MEDIDORES; R$ 493,61 ; R$ -   ;7;0; R$ 300,86 ; 7,00 ;6;
10/07/2025;AM;PEÄAS - LINHA LEVE;MOTOR; R$ 60.068,40 ; R$ 3.649,74 ;647;34; R$ 40.637,49 ; 444,00 ;221;
10/07/2025;AM;PEÄAS - LINHA LEVE;OUTROS; R$ 191,05 ; R$ -   ;9;0; R$ 141,21 ; 4,00 ;4;
10/07/2025;AM;PEÄAS - LINHA LEVE;PAINEL; R$ 588,10 ; R$ 29,03 ;5;1; R$ 401,87 ; 7,00 ;7;
10/07/2025;AM;PEÄAS - LINHA LEVE;PARTIDA; R$ 4.847,97 ; R$ 170,08 ;24;3; R$ 3.264,51 ; 27,00 ;26;
10/07/2025;AM;PEÄAS - LINHA LEVE;PICKUP/SUV; R$ 210,00 ; R$ -   ;1;0; R$ 108,84 ; 1,00 ;1;
10/07/2025;AM;PEÄAS - LINHA LEVE;PNEUMµTICO; R$ 2.107,51 ; R$ -   ;19;0; R$ 1.453,60 ; 15,00 ;15;
10/07/2025;AM;PEÄAS - LINHA LEVE;POLIAS E TENSORES; R$ 6.364,48 ; R$ 132,81 ;89;2; R$ 4.158,95 ; 74,00 ;57;
10/07/2025;AM;PEÄAS - LINHA LEVE;REFRIGERACAO; R$ 16.694,99 ; R$ 116,01 ;14;1; R$ 11.952,90 ; 14,00 ;13;
10/07/2025;AM;PEÄAS - LINHA LEVE;REPARO; R$ 1.942,55 ; R$ 362,55 ;20;1; R$ 1.262,32 ; 18,00 ;17;
10/07/2025;AM;PEÄAS - LINHA LEVE;RODA; R$ 589,41 ; R$ -   ;11;0; R$ 303,17 ; 11,00 ;9;
10/07/2025;AM;PEÄAS - LINHA LEVE;RODA MONTADA; R$ 640,87 ; R$ -   ;1;0; R$ 533,02 ; 1,00 ;1;
10/07/2025;AM;PEÄAS - LINHA LEVE;ROLAMENTO; R$ 8.018,08 ; R$ 295,70 ;129;3; R$ 5.273,24 ; 76,00 ;59;
10/07/2025;AM;PEÄAS - LINHA LEVE;SEGURANÄA; R$ 400,09 ; R$ -   ;2;0; R$ 250,32 ; 2,00 ;2;
10/07/2025;AM;PEÄAS - LINHA LEVE;SENSORES; R$ 20.914,33 ; R$ 1.873,21 ;135;16; R$ 13.435,39 ; 157,00 ;101;
10/07/2025;AM;PEÄAS - LINHA LEVE;SISTEMA DE CABINE; R$ 110,00 ; R$ -   ;2;0; R$ 74,18 ; 1,00 ;1;
10/07/2025;AM;PEÄAS - LINHA LEVE;SUSPENS«O; R$ 215.542,71 ; R$ 10.473,38 ;2097;82; R$ 133.326,18 ; 941,00 ;362;
10/07/2025;AM;PEÄAS - LINHA LEVE;TERMINAL; R$ 618,09 ; R$ -   ;35;0; R$ 339,68 ; 15,00 ;13;
10/07/2025;AM;PEÄAS - LINHA LEVE;TRANSMISS«O; R$ 171.023,17 ; R$ 16.672,72 ;1310;92; R$ 108.533,56 ; 976,00 ;354;
10/07/2025;AM;PEÄAS - LINHA LEVE;TUBOS INTERMEDIµRIOS; R$ 780,00 ; R$ -   ;1;0; R$ 533,89 ; 1,00 ;1;
10/07/2025;AM;PEÄAS - LINHA LEVE;TURBOALIMENTAÄ«O; R$ 4.402,67 ; R$ -   ;13;0; R$ 3.181,47 ; 12,00 ;12;
10/07/2025;AM;PEÄAS - LINHA LEVE;UNIVERSAL; R$ 3.754,55 ; R$ 90,10 ;32;2; R$ 2.596,07 ; 21,00 ;16;
10/07/2025;AM;PEÄAS - LINHA LEVE;VµLVULAS; R$ 16.064,27 ; R$ 1.446,64 ;235;15; R$ 10.965,31 ; 123,00 ;87;
10/07/2025;AM;PEÄAS - LINHA LEVE;VEDAÄ«O; R$ 1.531,27 ; R$ 66,00 ;31;3; R$ 1.010,23 ; 25,00 ;24;
11/07/2025;AM;PEÄAS - LINHA LEVE;; R$ 4.488,38 ; R$ -   ;34;0; R$ 2.851,99 ; 19,00 ;17;
11/07/2025;AM;PEÄAS - LINHA LEVE;A CLASSIFICAR; R$ 2.265,47 ; R$ 1.821,21 ;54;5; R$ 1.446,67 ; 38,00 ;32;
11/07/2025;AM;PEÄAS - LINHA LEVE;ABASTECIMENTO; R$ 1.659,17 ; R$ -   ;1;0; R$ 1.204,83 ; 1,00 ;1;
11/07/2025;AM;PEÄAS - LINHA LEVE;ACESS‡RIOS; R$ 8.438,19 ; R$ 1.073,10 ;66;5; R$ 5.491,17 ; 66,00 ;45;
11/07/2025;AM;PEÄAS - LINHA LEVE;ADMISS«O; R$ 295,00 ; R$ -   ;4;0; R$ 170,54 ; 2,00 ;2;
11/07/2025;AM;PEÄAS - LINHA LEVE;ALIMENTAÄ«O; R$ 21.333,74 ; R$ 730,06 ;126;6; R$ 13.928,07 ; 125,00 ;78;
11/07/2025;AM;PEÄAS - LINHA LEVE;ARREFECIMENTO; R$ 18.793,50 ; R$ 324,33 ;148;3; R$ 12.305,73 ; 112,00 ;82;
11/07/2025;AM;PEÄAS - LINHA LEVE;CARROCERIA; R$ 15.050,88 ; R$ 452,40 ;136;2; R$ 10.115,35 ; 116,00 ;78;
11/07/2025;AM;PEÄAS - LINHA LEVE;COMANDO DE VµLVULAS; R$ 106,12 ; R$ -   ;3;0; R$ 73,74 ; 2,00 ;2;
11/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE FIXAÄ«O; R$ 517,91 ; R$ 90,10 ;5;1; R$ 295,73 ; 7,00 ;6;
11/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR; R$ 13.857,53 ; R$ 1.483,55 ;102;6; R$ 8.814,41 ; 103,00 ;78;
11/07/2025;AM;PEÄAS - LINHA LEVE;CONEX«O; R$ 401,32 ; R$ -   ;3;0; R$ 250,98 ; 3,00 ;3;
11/07/2025;AM;PEÄAS - LINHA LEVE;DIREÄ«O; R$ 29.308,21 ; R$ 2.142,28 ;380;22; R$ 18.574,39 ; 211,00 ;130;
11/07/2025;AM;PEÄAS - LINHA LEVE;ELêTRICA; R$ 39.533,52 ; R$ 2.510,62 ;344;12; R$ 26.445,85 ; 230,00 ;129;
11/07/2025;AM;PEÄAS - LINHA LEVE;ESTRIBO; R$ 44,67 ; R$ -   ;1;0; R$ 25,95 ; 1,00 ;1;
11/07/2025;AM;PEÄAS - LINHA LEVE;EXAUST«O; R$ 8.092,75 ; R$ 1.265,97 ;69;5; R$ 5.276,48 ; 65,00 ;52;
11/07/2025;AM;PEÄAS - LINHA LEVE;FECHAMENTO; R$ 448,92 ; R$ -   ;7;0; R$ 289,52 ; 6,00 ;6;
11/07/2025;AM;PEÄAS - LINHA LEVE;FERRAMENTAS; R$ 1.227,31 ; R$ -   ;30;0; R$ 787,42 ; 20,00 ;16;
11/07/2025;AM;PEÄAS - LINHA LEVE;FIXAÄ«O; R$ 8.499,37 ; R$ 133,55 ;186;1; R$ 5.581,72 ; 81,00 ;61;
11/07/2025;AM;PEÄAS - LINHA LEVE;FREIOS; R$ 13.412,76 ; R$ 1.034,70 ;137;5; R$ 8.828,37 ; 78,00 ;62;
11/07/2025;AM;PEÄAS - LINHA LEVE;HIDRµULICO; R$ 646,94 ; R$ 333,62 ;3;1; R$ 436,92 ; 5,00 ;5;
11/07/2025;AM;PEÄAS - LINHA LEVE;IGNIÄ«O; R$ 25.390,36 ; R$ 1.380,46 ;267;9; R$ 16.434,99 ; 164,00 ;97;
11/07/2025;AM;PEÄAS - LINHA LEVE;ILUMINAÄ«O; R$ 20.629,18 ; R$ 1.489,72 ;698;11; R$ 12.981,22 ; 281,00 ;110;
11/07/2025;AM;PEÄAS - LINHA LEVE;INJEÄ«O; R$ 19.911,15 ; R$ 1.187,23 ;125;7; R$ 13.119,79 ; 101,00 ;69;
11/07/2025;AM;PEÄAS - LINHA LEVE;LUBRIFICAÄ«O; R$ 7.677,98 ; R$ 1.132,87 ;50;4; R$ 4.948,08 ; 52,00 ;43;
11/07/2025;AM;PEÄAS - LINHA LEVE;MANGUEIRAS; R$ 3.946,65 ; R$ 181,62 ;73;3; R$ 2.323,38 ; 67,00 ;54;
11/07/2025;AM;PEÄAS - LINHA LEVE;MANUTENÄ«O; R$ 174,30 ; R$ -   ;3;0; R$ 125,16 ; 1,00 ;1;
11/07/2025;AM;PEÄAS - LINHA LEVE;MEDIDORES; R$ 683,25 ; R$ 329,95 ;10;2; R$ 429,80 ; 14,00 ;14;
11/07/2025;AM;PEÄAS - LINHA LEVE;MONITORAMENTO; R$ 247,81 ; R$ -   ;1;0; R$ 179,18 ; 1,00 ;1;
11/07/2025;AM;PEÄAS - LINHA LEVE;MOTOR; R$ 71.565,31 ; R$ 2.132,56 ;614;25; R$ 49.573,90 ; 396,00 ;216;
11/07/2025;AM;PEÄAS - LINHA LEVE;OUTROS; R$ 243,31 ; R$ -   ;12;0; R$ 188,28 ; 4,00 ;4;
11/07/2025;AM;PEÄAS - LINHA LEVE;PAINEL; R$ 406,67 ; R$ -   ;2;0; R$ 246,66 ; 2,00 ;2;
11/07/2025;AM;PEÄAS - LINHA LEVE;PARTIDA; R$ 5.110,98 ; R$ -   ;21;0; R$ 3.649,27 ; 20,00 ;19;
11/07/2025;AM;PEÄAS - LINHA LEVE;PICKUP/SUV; R$ 192,98 ; R$ -   ;1;0; R$ 108,84 ; 1,00 ;1;
11/07/2025;AM;PEÄAS - LINHA LEVE;PNEUMµTICO; R$ 3.993,18 ; R$ -   ;29;0; R$ 2.727,44 ; 18,00 ;16;
11/07/2025;AM;PEÄAS - LINHA LEVE;POLIAS E TENSORES; R$ 6.028,66 ; R$ 266,42 ;85;5; R$ 3.813,09 ; 81,00 ;58;
11/07/2025;AM;PEÄAS - LINHA LEVE;REFRIGERACAO; R$ 11.538,89 ; R$ -   ;15;0; R$ 8.308,24 ; 14,00 ;14;
11/07/2025;AM;PEÄAS - LINHA LEVE;REPARO; R$ 2.242,56 ; R$ -   ;14;0; R$ 1.394,61 ; 12,00 ;11;
11/07/2025;AM;PEÄAS - LINHA LEVE;RODA; R$ 162,86 ; R$ 70,00 ;5;1; R$ 74,38 ; 7,00 ;7;
11/07/2025;AM;PEÄAS - LINHA LEVE;ROLAMENTO; R$ 10.596,66 ; R$ 56,07 ;131;1; R$ 6.845,22 ; 88,00 ;68;
11/07/2025;AM;PEÄAS - LINHA LEVE;SEGURANÄA; R$ 422,08 ; R$ -   ;2;0; R$ 253,68 ; 2,00 ;2;
11/07/2025;AM;PEÄAS - LINHA LEVE;SENSORES; R$ 27.576,21 ; R$ 2.224,19 ;201;5; R$ 18.091,85 ; 177,00 ;117;
11/07/2025;AM;PEÄAS - LINHA LEVE;SISTEMA DE CABINE; R$ 111,00 ; R$ -   ;2;0; R$ 74,18 ; 1,00 ;1;
11/07/2025;AM;PEÄAS - LINHA LEVE;SUSPENS«O; R$ 242.108,12 ; R$ 13.406,18 ;2200;92; R$ 153.311,94 ; 952,00 ;358;
11/07/2025;AM;PEÄAS - LINHA LEVE;TERMINAL; R$ 439,55 ; R$ -   ;25;0; R$ 242,25 ; 15,00 ;11;
11/07/2025;AM;PEÄAS - LINHA LEVE;TINTAS E REVESTIMENTOS; R$ 129,49 ; R$ -   ;1;0; R$ 85,18 ; 1,00 ;1;
11/07/2025;AM;PEÄAS - LINHA LEVE;TRANSMISS«O; R$ 186.596,92 ; R$ 17.184,91 ;1543;110; R$ 117.795,17 ; 1.091,00 ;395;
11/07/2025;AM;PEÄAS - LINHA LEVE;TURBOALIMENTAÄ«O; R$ 2.147,52 ; R$ -   ;7;0; R$ 1.526,26 ; 6,00 ;6;
11/07/2025;AM;PEÄAS - LINHA LEVE;UNIVERSAL; R$ 2.939,05 ; R$ 110,88 ;26;2; R$ 1.925,35 ; 21,00 ;19;
11/07/2025;AM;PEÄAS - LINHA LEVE;VµLVULAS; R$ 13.358,71 ; R$ 1.394,10 ;157;9; R$ 8.470,43 ; 123,00 ;82;
11/07/2025;AM;PEÄAS - LINHA LEVE;VEDAÄ«O; R$ 1.814,06 ; R$ -   ;91;0; R$ 1.170,23 ; 35,00 ;30;
12/07/2025;AM;PEÄAS - LINHA LEVE;; R$ 2.275,83 ; R$ -   ;20;0; R$ 1.417,97 ; 14,00 ;12;
12/07/2025;AM;PEÄAS - LINHA LEVE;A CLASSIFICAR; R$ 3.499,92 ; R$ 226,90 ;25;1; R$ 2.991,35 ; 22,00 ;20;
12/07/2025;AM;PEÄAS - LINHA LEVE;ACESS‡RIOS; R$ 6.027,70 ; R$ 80,00 ;47;1; R$ 3.837,14 ; 47,00 ;32;
12/07/2025;AM;PEÄAS - LINHA LEVE;ADMISS«O; R$ 26,80 ; R$ -   ;1;0; R$ 17,36 ; 1,00 ;1;
12/07/2025;AM;PEÄAS - LINHA LEVE;ALIMENTAÄ«O; R$ 14.723,49 ; R$ 775,58 ;91;4; R$ 9.259,08 ; 91,00 ;58;
12/07/2025;AM;PEÄAS - LINHA LEVE;ARREFECIMENTO; R$ 7.887,78 ; R$ 693,58 ;74;3; R$ 4.912,49 ; 71,00 ;55;
12/07/2025;AM;PEÄAS - LINHA LEVE;CARROCERIA; R$ 8.695,90 ; R$ 99,30 ;74;1; R$ 5.540,79 ; 73,00 ;49;
12/07/2025;AM;PEÄAS - LINHA LEVE;COMANDO DE VµLVULAS; R$ 267,72 ; R$ -   ;2;0; R$ 131,14 ; 2,00 ;2;
12/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE FIXAÄ«O; R$ 315,92 ; R$ 119,00 ;3;1; R$ 154,62 ; 5,00 ;5;
12/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE VEDAÄ«O; R$ 82,80 ; R$ -   ;1;0; R$ 39,39 ; 1,00 ;1;
12/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS CABINE; R$ 366,37 ; R$ -   ;2;0; R$ 211,40 ; 2,00 ;2;
12/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR; R$ 8.379,83 ; R$ 552,51 ;70;2; R$ 5.267,86 ; 71,00 ;51;
12/07/2025;AM;PEÄAS - LINHA LEVE;CONEX«O; R$ 1.056,13 ; R$ -   ;7;0; R$ 634,62 ; 7,00 ;7;
12/07/2025;AM;PEÄAS - LINHA LEVE;DIREÄ«O; R$ 16.401,27 ; R$ 500,53 ;236;11; R$ 9.839,71 ; 146,00 ;82;
12/07/2025;AM;PEÄAS - LINHA LEVE;DISTRIBUIÄ«O; R$ 2.494,88 ; R$ -   ;7;0; R$ 1.808,54 ; 6,00 ;6;
12/07/2025;AM;PEÄAS - LINHA LEVE;ELêTRICA; R$ 25.887,50 ; R$ 1.312,19 ;271;7; R$ 16.610,69 ; 175,00 ;92;
12/07/2025;AM;PEÄAS - LINHA LEVE;ESTRIBO; R$ 230,37 ; R$ -   ;3;0; R$ 131,80 ; 3,00 ;3;
12/07/2025;AM;PEÄAS - LINHA LEVE;EXAUST«O; R$ 7.338,17 ; R$ 249,73 ;68;2; R$ 4.550,46 ; 67,00 ;45;
12/07/2025;AM;PEÄAS - LINHA LEVE;FECHAMENTO; R$ 547,51 ; R$ -   ;4;0; R$ 311,76 ; 4,00 ;4;
12/07/2025;AM;PEÄAS - LINHA LEVE;FERRAMENTAS; R$ 603,96 ; R$ 75,91 ;16;2; R$ 353,62 ; 18,00 ;13;
12/07/2025;AM;PEÄAS - LINHA LEVE;FIXAÄ«O; R$ 6.369,82 ; R$ 164,87 ;150;1; R$ 4.079,42 ; 74,00 ;46;
12/07/2025;AM;PEÄAS - LINHA LEVE;FREIOS; R$ 7.590,91 ; R$ 329,82 ;58;3; R$ 5.064,32 ; 50,00 ;37;
12/07/2025;AM;PEÄAS - LINHA LEVE;IGNIÄ«O; R$ 19.653,00 ; R$ 1.564,45 ;167;15; R$ 12.518,54 ; 121,00 ;74;
12/07/2025;AM;PEÄAS - LINHA LEVE;ILUMINAÄ«O; R$ 18.383,21 ; R$ 888,40 ;471;8; R$ 11.835,79 ; 274,00 ;90;
12/07/2025;AM;PEÄAS - LINHA LEVE;INJEÄ«O; R$ 12.606,26 ; R$ 130,00 ;90;1; R$ 8.046,79 ; 75,00 ;51;
12/07/2025;AM;PEÄAS - LINHA LEVE;LUBRIFICAÄ«O; R$ 3.311,01 ; R$ 290,56 ;27;2; R$ 2.042,07 ; 29,00 ;22;
12/07/2025;AM;PEÄAS - LINHA LEVE;MANGUEIRAS; R$ 4.681,02 ; R$ 144,67 ;71;3; R$ 2.641,73 ; 67,00 ;44;
12/07/2025;AM;PEÄAS - LINHA LEVE;MEDIDORES; R$ 319,02 ; R$ 66,79 ;4;1; R$ 171,92 ; 6,00 ;6;
